ア,a,a
イ,i,a
ウ,u,a
エ,e,a
オ,o,a
カ,ka,ka
キ,ki,ka
ク,ku,ka
ケ,ke,ka
コ,ko,ka
サ,sa,sa
シ,shi,sa
ス,su,sa
セ,se,sa
ソ,so,sa
タ,ta,ta
チ,chi,ta
ツ,tsu,ta
テ,te,ta
ト,to,ta
ナ,na,na
ニ,ni,na
ヌ,nu,na
ネ,ne,na
ノ,no,na
ハ,ha,ha
ヒ,hi,ha
フ,fu,ha
ヘ,he,ha
ホ,ho,ha
マ,ma,ma
ミ,mi,ma
ム,mu,ma
メ,me,ma
モ,mo,ma
ヤ,ya,ya
ユ,yu,ya
ヨ,yo,ya
ラ,ra,ra
リ,ri,ra
ル,ru,ra
レ,re,ra
ロ,ro,ra
ワ,wa,wa
ヲ,wo,wa
ン,n,wa
