キャ,kya,kya
キュ,kyu,kya
キョ,kyo,kya
ギャ,gya,gya
ギュ,gyu,gya
ギョ,gyo,gya
シャ,sha,sha
シュ,shu,sha
ショ,sho,sha
ジャ,ja,ja
ジュ,ju,ja
ジョ,jo,ja
チャ,cha,cha
チュ,chu,cha
チョ,cho,cha
ニャ,nya,nya
ニュ,nyu,nya
ニョ,nyo,nya
ヒャ,hya,hya
ヒュ,hyu,hya
ヒョ,hyo,hya
ビャ,bya,bya
ビュ,byu,bya
ビョ,byo,bya
ピャ,pya,pya
ピュ,pyu,pya
ピョ,pyo,pya
ミャ,mya,mya
ミュ,myu,mya
ミョ,myo,mya
リャ,rya,rya
リュ,ryu,rya
リョ,ryo,rya
