が,ga,ga
ぎ,gi,ga
ぐ,gu,ga
げ,ge,ga
ご,go,ga
ざ,za,za
じ,ji,za
ず,zu,za
ぜ,ze,za
ぞ,zo,za
だ,da,da
ぢ,di,da
づ,du,da
で,de,da
ど,do,da
ば,ba,ba
び,bi,ba
ぶ,bu,ba
べ,be,ba
ぼ,bo,ba
